2025-06-29 20:08:23,316 [INFO] <BrokerConnection client_id=kafka-python-2.2.14, node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-06-29 20:08:23,333 [INFO] <BrokerConnection client_id=kafka-python-2.2.14, node_id=bootstrap-0 host=localhost:9092 <checking_api_versions_recv> [IPv6 ('::1', 9092, 0, 0)]>: Broker version identified as 2.6
2025-06-29 20:08:23,333 [INFO] <BrokerConnection client_id=kafka-python-2.2.14, node_id=bootstrap-0 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-06-29 20:08:23,333 [WARNING] group_id is None: disabling auto-commit.
2025-06-29 20:08:23,333 [INFO] Updating subscribed topics to: ('events',)
2025-06-29 20:08:23,337 [INFO] Updated partition assignment: [TopicPartition(topic='events', partition=0)]
2025-06-29 20:08:23,338 [INFO] <BrokerConnection client_id=kafka-python-2.2.14, node_id=1 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-06-29 20:08:23,338 [INFO] <BrokerConnection client_id=kafka-python-2.2.14, node_id=1 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-06-29 20:08:23,339 [INFO] <BrokerConnection client_id=kafka-python-2.2.14, node_id=bootstrap-0 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Closing connection. 
2025-06-29 20:08:23,354 [INFO] Resetting offset for partition TopicPartition(topic='events', partition=0) to offset 0.
2025-06-29 20:08:23,393 [INFO] Processed message: {'event_id': 'abc123', 'event_type': 'click', 'payload': {'user_id': 'user_1', 'action': 'open_app'}}
2025-06-29 20:08:23,398 [INFO] Processed message: {'event_id': 'rap57umt', 'event_type': 'logout', 'payload': {'user_id': 'user_8', 'action': 'open_app'}}
2025-06-29 20:08:23,398 [INFO] Processed message: {'event_id': '1akqiedb', 'event_type': 'view', 'payload': {'user_id': 'user_57', 'action': 'scroll'}}
2025-06-29 20:08:23,398 [INFO] Processed message: {'event_id': 'mlscf10h', 'event_type': 'click', 'payload': {'user_id': 'user_46', 'action': 'scroll'}}
2025-06-29 20:08:23,398 [INFO] Processed message: {'event_id': 'ejszabb5', 'event_type': 'purchase', 'payload': {'user_id': 'user_37', 'action': 'open_app'}}
2025-06-29 20:08:23,398 [INFO] Processed message: {'event_id': 'nv1etorz', 'event_type': 'purchase', 'payload': {'user_id': 'user_36', 'action': 'open_app'}}
2025-06-29 20:08:23,398 [INFO] Processed message: {'event_id': 'ujddtqrw', 'event_type': 'logout', 'payload': {'user_id': 'user_80', 'action': 'scroll'}}
2025-06-29 20:08:23,398 [INFO] Processed message: {'event_id': '487snygv', 'event_type': 'view', 'payload': {'user_id': 'user_63', 'action': 'exit'}}
2025-06-29 20:08:23,398 [INFO] Processed message: {'event_id': '0vtvh6mi', 'event_type': 'click', 'payload': {'user_id': 'user_88', 'action': 'scroll'}}
2025-06-29 20:08:23,398 [INFO] Processed message: {'event_id': 'ghiznv6q', 'event_type': 'logout', 'payload': {'user_id': 'user_7', 'action': 'exit'}}
2025-06-29 20:08:23,398 [INFO] Processed message: {'event_id': '4yioz5w6', 'event_type': 'logout', 'payload': {'user_id': 'user_73', 'action': 'open_app'}}
2025-06-29 20:08:23,399 [INFO] Processed message: {'event_id': '49u6uo4z', 'event_type': 'purchase', 'payload': {'user_id': 'user_65', 'action': 'scroll'}}
2025-06-29 20:08:23,399 [INFO] Processed message: {'event_id': '226ldjuu', 'event_type': 'click', 'payload': {'user_id': 'user_65', 'action': 'exit'}}
2025-06-29 20:08:23,399 [INFO] Processed message: {'event_id': 'jcrcxh2r', 'event_type': 'click', 'payload': {'user_id': 'user_35', 'action': 'open_app'}}
2025-06-29 20:08:23,399 [INFO] Processed message: {'event_id': '1p4kxsm3', 'event_type': 'purchase', 'payload': {'user_id': 'user_69', 'action': 'exit'}}
2025-06-29 20:08:23,399 [INFO] Processed message: {'event_id': 'vsaum4cp', 'event_type': 'logout', 'payload': {'user_id': 'user_23', 'action': 'scroll'}}
2025-06-29 20:08:23,399 [INFO] Processed message: {'event_id': '6dogij95', 'event_type': 'view', 'payload': {'user_id': 'user_59', 'action': 'scroll'}}
2025-06-29 20:08:23,399 [INFO] Processed message: {'event_id': 'a6or8fis', 'event_type': 'view', 'payload': {'user_id': 'user_61', 'action': 'click_button'}}
2025-06-29 20:08:23,399 [INFO] Processed message: {'event_id': 'j3sfr75y', 'event_type': 'view', 'payload': {'user_id': 'user_35', 'action': 'scroll'}}
2025-06-29 20:08:23,399 [INFO] Processed message: {'event_id': '8hsd3ke4', 'event_type': 'click', 'payload': {'user_id': 'user_44', 'action': 'click_button'}}
2025-06-29 20:08:23,399 [INFO] Processed message: {'event_id': 'ic6jrbwv', 'event_type': 'click', 'payload': {'user_id': 'user_83', 'action': 'exit'}}
2025-06-29 20:08:23,399 [INFO] Processed message: {'event_id': '5k72c1rl', 'event_type': 'view', 'payload': {'user_id': 'user_12', 'action': 'click_button'}}
2025-06-29 20:08:23,399 [INFO] Processed message: {'event_id': 'b35ys8ja', 'event_type': 'purchase', 'payload': {'user_id': 'user_80', 'action': 'exit'}}
2025-06-29 20:08:23,399 [INFO] Processed message: {'event_id': 'hjj6kdww', 'event_type': 'view', 'payload': {'user_id': 'user_67', 'action': 'exit'}}
2025-06-29 20:08:23,399 [INFO] Processed message: {'event_id': 't98i31dd', 'event_type': 'purchase', 'payload': {'user_id': 'user_92', 'action': 'open_app'}}
2025-06-29 20:08:23,399 [INFO] Processed message: {'event_id': 'o30yzlug', 'event_type': 'logout', 'payload': {'user_id': 'user_22', 'action': 'exit'}}
2025-06-29 20:08:23,399 [INFO] Processed message: {'event_id': 'd36jxee7', 'event_type': 'purchase', 'payload': {'user_id': 'user_22', 'action': 'click_button'}}
2025-06-29 20:08:23,399 [INFO] Processed message: {'event_id': '2fincbvd', 'event_type': 'click', 'payload': {'user_id': 'user_70', 'action': 'click_button'}}
2025-06-29 20:08:23,399 [INFO] Processed message: {'event_id': 't2y3c4pp', 'event_type': 'view', 'payload': {'user_id': 'user_64', 'action': 'scroll'}}
2025-06-29 20:08:23,399 [INFO] Processed message: {'event_id': 'abc123', 'event_type': 'click', 'payload': {'user_id': 'user_1', 'action': 'open_app'}}
2025-06-29 20:09:36,736 [INFO] Processed message: {'event_id': 'ilcxnx7u', 'event_type': 'logout', 'payload': {'user_id': 'user_91', 'action': 'open_app'}}
2025-06-29 20:09:38,807 [INFO] Processed message: {'event_id': 'bub5npws', 'event_type': 'click', 'payload': {'user_id': 'user_61', 'action': 'click_button'}}
2025-06-29 20:09:40,874 [INFO] Processed message: {'event_id': '7bepmurn', 'event_type': 'logout', 'payload': {'user_id': 'user_20', 'action': 'open_app'}}
2025-06-29 20:09:42,941 [INFO] Processed message: {'event_id': 'fu8fgr30', 'event_type': 'view', 'payload': {'user_id': 'user_43', 'action': 'exit'}}
2025-06-29 20:09:45,031 [INFO] Processed message: {'event_id': '4l2jplpp', 'event_type': 'click', 'payload': {'user_id': 'user_38', 'action': 'open_app'}}
2025-06-29 20:09:47,095 [INFO] Processed message: {'event_id': '07gze120', 'event_type': 'click', 'payload': {'user_id': 'user_99', 'action': 'click_button'}}
2025-06-29 20:09:49,173 [INFO] Processed message: {'event_id': 'ys0pah6d', 'event_type': 'purchase', 'payload': {'user_id': 'user_25', 'action': 'scroll'}}
2025-06-29 20:09:51,233 [INFO] Processed message: {'event_id': '01rxs8n0', 'event_type': 'view', 'payload': {'user_id': 'user_22', 'action': 'scroll'}}
2025-06-29 20:09:53,325 [INFO] Processed message: {'event_id': '5q0xre9j', 'event_type': 'click', 'payload': {'user_id': 'user_39', 'action': 'open_app'}}
2025-06-29 20:09:55,397 [INFO] Processed message: {'event_id': 'ks938m46', 'event_type': 'logout', 'payload': {'user_id': 'user_63', 'action': 'click_button'}}
2025-06-29 20:09:57,487 [INFO] Processed message: {'event_id': '8bsohc8l', 'event_type': 'logout', 'payload': {'user_id': 'user_15', 'action': 'exit'}}
2025-06-29 20:09:59,547 [INFO] Processed message: {'event_id': '678i2gd6', 'event_type': 'view', 'payload': {'user_id': 'user_46', 'action': 'exit'}}
2025-06-29 20:10:01,622 [INFO] Processed message: {'event_id': 'uencv0jk', 'event_type': 'purchase', 'payload': {'user_id': 'user_53', 'action': 'scroll'}}
2025-06-29 20:10:03,707 [INFO] Processed message: {'event_id': 'qat05uch', 'event_type': 'purchase', 'payload': {'user_id': 'user_55', 'action': 'open_app'}}
2025-06-29 20:10:05,788 [INFO] Processed message: {'event_id': '5vl7yydd', 'event_type': 'view', 'payload': {'user_id': 'user_77', 'action': 'scroll'}}
2025-06-29 20:10:07,849 [INFO] Processed message: {'event_id': '9tj3i31f', 'event_type': 'purchase', 'payload': {'user_id': 'user_5', 'action': 'scroll'}}
2025-06-29 20:10:09,925 [INFO] Processed message: {'event_id': 'qeiobsow', 'event_type': 'view', 'payload': {'user_id': 'user_93', 'action': 'open_app'}}
2025-06-29 20:10:12,013 [INFO] Processed message: {'event_id': 'r4skvcq6', 'event_type': 'logout', 'payload': {'user_id': 'user_86', 'action': 'scroll'}}
2025-06-29 20:10:14,096 [INFO] Processed message: {'event_id': 'jz3n8cun', 'event_type': 'purchase', 'payload': {'user_id': 'user_49', 'action': 'click_button'}}
2025-06-29 20:10:16,163 [INFO] Processed message: {'event_id': '6ihydji1', 'event_type': 'view', 'payload': {'user_id': 'user_39', 'action': 'scroll'}}
2025-06-29 20:10:18,253 [INFO] Processed message: {'event_id': 'g07izyhd', 'event_type': 'logout', 'payload': {'user_id': 'user_31', 'action': 'click_button'}}
2025-06-29 20:10:20,331 [INFO] Processed message: {'event_id': 'tepystwd', 'event_type': 'view', 'payload': {'user_id': 'user_19', 'action': 'open_app'}}
2025-06-29 20:10:22,413 [INFO] Processed message: {'event_id': '67kzts9c', 'event_type': 'click', 'payload': {'user_id': 'user_21', 'action': 'scroll'}}
2025-06-29 20:10:24,465 [INFO] Processed message: {'event_id': '4lbqdj3t', 'event_type': 'logout', 'payload': {'user_id': 'user_2', 'action': 'exit'}}
2025-06-29 20:10:26,525 [INFO] Processed message: {'event_id': 'j98fc351', 'event_type': 'click', 'payload': {'user_id': 'user_98', 'action': 'exit'}}
2025-06-29 20:10:28,586 [INFO] Processed message: {'event_id': '5dr4m02z', 'event_type': 'logout', 'payload': {'user_id': 'user_49', 'action': 'open_app'}}
2025-06-29 20:10:30,667 [INFO] Processed message: {'event_id': 'zbc4ytru', 'event_type': 'purchase', 'payload': {'user_id': 'user_91', 'action': 'click_button'}}
2025-06-29 20:10:32,740 [INFO] Processed message: {'event_id': 'vkazfqi5', 'event_type': 'click', 'payload': {'user_id': 'user_57', 'action': 'open_app'}}
2025-06-29 20:10:34,824 [INFO] Processed message: {'event_id': 'q7tmu2ei', 'event_type': 'logout', 'payload': {'user_id': 'user_59', 'action': 'click_button'}}
2025-06-29 20:10:36,885 [INFO] Processed message: {'event_id': 'b70zf0ik', 'event_type': 'logout', 'payload': {'user_id': 'user_4', 'action': 'open_app'}}
2025-06-29 20:10:38,967 [INFO] Processed message: {'event_id': 'x1k53tt4', 'event_type': 'logout', 'payload': {'user_id': 'user_85', 'action': 'scroll'}}
2025-06-29 20:10:41,029 [INFO] Processed message: {'event_id': 'esrvzbhe', 'event_type': 'view', 'payload': {'user_id': 'user_1', 'action': 'scroll'}}
2025-06-29 20:10:43,109 [INFO] Processed message: {'event_id': '7irhudef', 'event_type': 'purchase', 'payload': {'user_id': 'user_80', 'action': 'click_button'}}
2025-06-29 20:10:45,173 [INFO] Processed message: {'event_id': 'x23t9q63', 'event_type': 'view', 'payload': {'user_id': 'user_63', 'action': 'scroll'}}
2025-06-29 20:10:47,245 [INFO] Processed message: {'event_id': 'l1pmbdsd', 'event_type': 'click', 'payload': {'user_id': 'user_26', 'action': 'exit'}}
2025-06-29 20:10:49,315 [INFO] Processed message: {'event_id': 'x4oeqw2k', 'event_type': 'purchase', 'payload': {'user_id': 'user_47', 'action': 'open_app'}}
2025-06-29 20:10:51,380 [INFO] Processed message: {'event_id': 'q00nkxpy', 'event_type': 'logout', 'payload': {'user_id': 'user_27', 'action': 'exit'}}
2025-06-29 20:10:53,452 [INFO] Processed message: {'event_id': '8oel0vi3', 'event_type': 'purchase', 'payload': {'user_id': 'user_68', 'action': 'exit'}}
2025-06-29 20:10:55,528 [INFO] Processed message: {'event_id': 'ltdb7pzr', 'event_type': 'view', 'payload': {'user_id': 'user_48', 'action': 'open_app'}}
2025-06-29 20:10:57,600 [INFO] Processed message: {'event_id': 'ndyzt4a9', 'event_type': 'logout', 'payload': {'user_id': 'user_65', 'action': 'exit'}}
2025-06-29 20:10:59,676 [INFO] Processed message: {'event_id': 'z5eggef9', 'event_type': 'view', 'payload': {'user_id': 'user_43', 'action': 'open_app'}}
2025-06-29 20:11:01,755 [INFO] Processed message: {'event_id': 'qowrvz2m', 'event_type': 'logout', 'payload': {'user_id': 'user_96', 'action': 'click_button'}}
2025-06-29 20:11:03,806 [INFO] Processed message: {'event_id': 'mrrxbwqu', 'event_type': 'purchase', 'payload': {'user_id': 'user_95', 'action': 'open_app'}}
